Title,State,Fiscal Year,Amount,Average Monthly Participation
Title I: Commodities,AL,2018,130378647.989999,
Title I: Commodities,AL,2019,39749126.32,
Title I: Commodities,AL,2020,65908845.14,
Title I: Commodities,AL,2021,92702978.07,
Title I: Commodities,AL,2022,63671273.8,
Title I: Commodities,AK,2018,327181.339999999,
Title I: Commodities,AK,2019,585920.33,
Title I: Commodities,AK,2020,492221.689999999,
Title I: Commodities,AK,2021,173490.96,
Title I: Commodities,AK,2022,124165.669999999,
Title I: Commodities,AZ,2018,27635480.79,
Title I: Commodities,AZ,2019,19684956.74,
Title I: Commodities,AZ,2020,24118287.7599999,
Title I: Commodities,AZ,2021,66634975.4200001,
Title I: Commodities,AZ,2022,24578235.66,
Title I: Commodities,AR,2018,505591674.62,
Title I: Commodities,AR,2019,287389700.159999,
Title I: Commodities,AR,2020,353070971.52,
Title I: Commodities,AR,2021,331347636.25,
Title I: Commodities,AR,2022,190846726.45,
Title I: Commodities,CA,2018,145373671.54,
Title I: Commodities,CA,2019,72558488.7800005,
Title I: Commodities,CA,2020,50565819.8799998,
Title I: Commodities,CA,2021,181450496.459998,
Title I: Commodities,CA,2022,67624560.1800005,
Title I: Commodities,CO,2018,165032824.07,
Title I: Commodities,CO,2019,96070850.1999999,
Title I: Commodities,CO,2020,60507916.8299999,
Title I: Commodities,CO,2021,137745612.42,
Title I: Commodities,CO,2022,54586621.83,
Title I: Commodities,CT,2018,1567521,
Title I: Commodities,CT,2019,1258157.67,
Title I: Commodities,CT,2020,535331.77,
Title I: Commodities,CT,2021,2738660.92999999,
Title I: Commodities,CT,2022,1194042.08,
Title I: Commodities,DE,2018,12514663.83,
Title I: Commodities,DE,2019,1844117.99,
Title I: Commodities,DE,2020,6791844.8,
Title I: Commodities,DE,2021,5353955.94,
Title I: Commodities,DE,2022,1206783.7,
Title I: Commodities,FL,2018,60438811.96,
Title I: Commodities,FL,2019,35339427.89,
Title I: Commodities,FL,2020,43537129.5099999,
Title I: Commodities,FL,2021,50556422.8,
Title I: Commodities,FL,2022,32432087.84,
Title I: Commodities,GA,2018,278389532.059999,
Title I: Commodities,GA,2019,158280589.95,
Title I: Commodities,GA,2020,204531687.399999,
Title I: Commodities,GA,2021,283968350.24,
Title I: Commodities,GA,2022,210724235.289999,
Title I: Commodities,HI,2018,4137906.05,
Title I: Commodities,HI,2019,1597747.56,
Title I: Commodities,HI,2020,4312962.73999999,
Title I: Commodities,HI,2021,3800436.41,
Title I: Commodities,HI,2022,1750338,
Title I: Commodities,ID,2018,114130410.95,
Title I: Commodities,ID,2019,90956586.3799997,
Title I: Commodities,ID,2020,42342919.9499999,
Title I: Commodities,ID,2021,116223208.750001,
Title I: Commodities,ID,2022,61794857.91,
Title I: Commodities,IL,2018,391932402.84,
Title I: Commodities,IL,2019,68905416.1899999,
Title I: Commodities,IL,2020,16839978.3999999,
Title I: Commodities,IL,2021,416934835.149999,
Title I: Commodities,IL,2022,25016352.0399999,
Title I: Commodities,IN,2018,297522122.89,
Title I: Commodities,IN,2019,61258581.8999999,
Title I: Commodities,IN,2020,9411468.48,
Title I: Commodities,IN,2021,221928473.16,
Title I: Commodities,IN,2022,14173318.04,
Title I: Commodities,IA,2018,257433790.57,
Title I: Commodities,IA,2019,63702728.1799999,
Title I: Commodities,IA,2020,54053524.4099999,
Title I: Commodities,IA,2021,333155111.520001,
Title I: Commodities,IA,2022,24655094.42,
Title I: Commodities,KS,2018,489856420.249999,
Title I: Commodities,KS,2019,335013832.169999,
Title I: Commodities,KS,2020,230963199.76,
Title I: Commodities,KS,2021,466141292.86,
Title I: Commodities,KS,2022,150845900.409999,
Title I: Commodities,KY,2018,99069525.56,
Title I: Commodities,KY,2019,19436319.94,
Title I: Commodities,KY,2020,13521794.18,
Title I: Commodities,KY,2021,60978631.08,
Title I: Commodities,KY,2022,12572894.39,
Title I: Commodities,LA,2018,205549013.6,
Title I: Commodities,LA,2019,104579468.23,
Title I: Commodities,LA,2020,145451067.9,
Title I: Commodities,LA,2021,158461421.259999,
Title I: Commodities,LA,2022,83545772.7899999,
Title I: Commodities,ME,2018,3791201.52,
Title I: Commodities,ME,2019,3772057.71,
Title I: Commodities,ME,2020,994164.57,
Title I: Commodities,ME,2021,6439852.07999999,
Title I: Commodities,ME,2022,2939576.33,
Title I: Commodities,MD,2018,36225882.4,
Title I: Commodities,MD,2019,8368445.37999999,
Title I: Commodities,MD,2020,13111316.78,
Title I: Commodities,MD,2021,23043484.3999999,
Title I: Commodities,MD,2022,6317601.86,
Title I: Commodities,MA,2018,2181262.69,
Title I: Commodities,MA,2019,1583829.63999999,
Title I: Commodities,MA,2020,2673427.89,
Title I: Commodities,MA,2021,4036313.86999999,
Title I: Commodities,MA,2022,2309512,
Title I: Commodities,MI,2018,170786984.079999,
Title I: Commodities,MI,2019,82267179.9600002,
Title I: Commodities,MI,2020,26542307.1399999,
Title I: Commodities,MI,2021,126200209.23,
Title I: Commodities,MI,2022,27520548.65,
Title I: Commodities,MN,2018,249261643.68,
Title I: Commodities,MN,2019,73072043.1700001,
Title I: Commodities,MN,2020,89400292.5099996,
Title I: Commodities,MN,2021,455197818.060001,
Title I: Commodities,MN,2022,76239144.27,
Title I: Commodities,MS,2018,164118143.89,
Title I: Commodities,MS,2019,65566365.64,
Title I: Commodities,MS,2020,113050525.79,
Title I: Commodities,MS,2021,187674526.43,
Title I: Commodities,MS,2022,92954808.6,
Title I: Commodities,MO,2018,281924900.24,
Title I: Commodities,MO,2019,176833289.84,
Title I: Commodities,MO,2020,156244592.609999,
Title I: Commodities,MO,2021,224768059.18,
Title I: Commodities,MO,2022,64615466.66,
Title I: Commodities,MT,2018,304509500.64,
Title I: Commodities,MT,2019,180441658.38,
Title I: Commodities,MT,2020,87617768.41,
Title I: Commodities,MT,2021,220804613.589999,
Title I: Commodities,MT,2022,135777950.98,
Title I: Commodities,NE,2018,656945493.079999,
Title I: Commodities,NE,2019,130060860.869999,
Title I: Commodities,NE,2020,66820744.6399999,
Title I: Commodities,NE,2021,275364269.35,
Title I: Commodities,NE,2022,36934772.66,
Title I: Commodities,NV,2018,2085107,
Title I: Commodities,NV,2019,3639397.26999999,
Title I: Commodities,NV,2020,3982440.79,
Title I: Commodities,NV,2021,20929296.0099999,
Title I: Commodities,NV,2022,3227823.27,
Title I: Commodities,NH,2018,1454912,
Title I: Commodities,NH,2019,1085298.76,
Title I: Commodities,NH,2020,328077.839999999,
Title I: Commodities,NH,2021,2591171.04,
Title I: Commodities,NH,2022,1152633.34999999,
Title I: Commodities,NJ,2018,5489688.22,
Title I: Commodities,NJ,2019,943430.719999999,
Title I: Commodities,NJ,2020,1862604.46,
Title I: Commodities,NJ,2021,3177526.9,
Title I: Commodities,NJ,2022,739602.81,
Title I: Commodities,NM,2018,51900393.62,
Title I: Commodities,NM,2019,37174011.16,
Title I: Commodities,NM,2020,31352047.7999999,
Title I: Commodities,NM,2021,77331810.7500002,
Title I: Commodities,NM,2022,18028459.47,
Title I: Commodities,NY,2018,72195920.46,
Title I: Commodities,NY,2019,34304465.02,
Title I: Commodities,NY,2020,13359774.12,
Title I: Commodities,NY,2021,86994027.4700002,
Title I: Commodities,NY,2022,36852098.0699999,
Title I: Commodities,NC,2018,109261169.55,
Title I: Commodities,NC,2019,42565070.72,
Title I: Commodities,NC,2020,72645503.57,
Title I: Commodities,NC,2021,130811212.68,
Title I: Commodities,NC,2022,64407713.07,
Title I: Commodities,ND,2018,424497757.73,
Title I: Commodities,ND,2019,295058204.899999,
Title I: Commodities,ND,2020,157755864.659999,
Title I: Commodities,ND,2021,508761946.319999,
Title I: Commodities,ND,2022,221350125,
Title I: Commodities,OH,2018,296965114.91,
Title I: Commodities,OH,2019,78903405.9300001,
Title I: Commodities,OH,2020,13834115.74,
Title I: Commodities,OH,2021,188369254.250001,
Title I: Commodities,OH,2022,30733942.2699999,
Title I: Commodities,OK,2018,256727243.919999,
Title I: Commodities,OK,2019,150210261.96,
Title I: Commodities,OK,2020,116962659.71,
Title I: Commodities,OK,2021,234965308.8,
Title I: Commodities,OK,2022,108152181.16,
Title I: Commodities,OR,2018,47567822.37,
Title I: Commodities,OR,2019,44373664.35,
Title I: Commodities,OR,2020,15688473.8699999,
Title I: Commodities,OR,2021,87603650.06,
Title I: Commodities,OR,2022,35509801.6199999,
Title I: Commodities,PA,2018,62125882.9899999,
Title I: Commodities,PA,2019,28116614.92,
Title I: Commodities,PA,2020,21674001.6299999,
Title I: Commodities,PA,2021,64878947.9899998,
Title I: Commodities,PA,2022,32521328.4199999,
Title I: Commodities,RI,2018,236954,
Title I: Commodities,RI,2019,61733.1799999999,
Title I: Commodities,RI,2020,70800.8499999999,
Title I: Commodities,RI,2021,156139.46,
Title I: Commodities,RI,2022,66352.9,
Title I: Commodities,SC,2018,41496925.26,
Title I: Commodities,SC,2019,19232972.6,
Title I: Commodities,SC,2020,30747264.1799999,
Title I: Commodities,SC,2021,57625691.48,
Title I: Commodities,SC,2022,27532181.4299999,
Title I: Commodities,SD,2018,312509477.879999,
Title I: Commodities,SD,2019,216183058.729999,
Title I: Commodities,SD,2020,81693316.51,
Title I: Commodities,SD,2021,328523111.02,
Title I: Commodities,SD,2022,84832928.94,
Title I: Commodities,TN,2018,73460564.3,
Title I: Commodities,TN,2019,16020423.81,
Title I: Commodities,TN,2020,30598211.49,
Title I: Commodities,TN,2021,82765966.55,
Title I: Commodities,TN,2022,33176437.86,
Title I: Commodities,TX,2018,756089784.48,
Title I: Commodities,TX,2019,451739971.539999,
Title I: Commodities,TX,2020,525942535.719999,
Title I: Commodities,TX,2021,803051676.030002,
Title I: Commodities,TX,2022,352320298.949999,
Title I: Commodities,UT,2018,25905039.88,
Title I: Commodities,UT,2019,23646834.39,
Title I: Commodities,UT,2020,12248946.5799999,
Title I: Commodities,UT,2021,58637840.6899999,
Title I: Commodities,UT,2022,12156711.5599999,
Title I: Commodities,VT,2018,7589291.78,
Title I: Commodities,VT,2019,8126915.11,
Title I: Commodities,VT,2020,2295339.84,
Title I: Commodities,VT,2021,19369022.6999999,
Title I: Commodities,VT,2022,8715481.80999998,
Title I: Commodities,VA,2018,54687444.3,
Title I: Commodities,VA,2019,29624580.56,
Title I: Commodities,VA,2020,22502350.65,
Title I: Commodities,VA,2021,47322779.63,
Title I: Commodities,VA,2022,29360007.08,
Title I: Commodities,WA,2018,108374932.119999,
Title I: Commodities,WA,2019,48826677.81,
Title I: Commodities,WA,2020,18106609.8599999,
Title I: Commodities,WA,2021,151756889.69,
Title I: Commodities,WA,2022,76165471.7900001,
Title I: Commodities,WV,2018,3469773,
Title I: Commodities,WV,2019,1180325.65,
Title I: Commodities,WV,2020,901380.96,
Title I: Commodities,WV,2021,1573771.04,
Title I: Commodities,WV,2022,440573.58,
Title I: Commodities,WI,2018,118857241.13,
Title I: Commodities,WI,2019,90990137.0399997,
Title I: Commodities,WI,2020,51774134.7699996,
Title I: Commodities,WI,2021,252685236.67,
Title I: Commodities,WI,2022,87855054.1300003,
Title I: Commodities,WY,2018,16518369.54,
Title I: Commodities,WY,2019,12090270.08,
Title I: Commodities,WY,2020,10060308.55,
Title I: Commodities,WY,2021,52845839.2,
Title I: Commodities,WY,2022,21669713,
Title II: Conservation,AL,2018,58722713.35,
Title II: Conservation,AL,2019,65825583.67,
Title II: Conservation,AL,2020,66750225.54,
Title II: Conservation,AL,2021,85294362.99000001,
Title II: Conservation,AL,2022,7139568.01,
Title II: Conservation,AK,2018,13401498,
Title II: Conservation,AK,2019,14984109,
Title II: Conservation,AK,2020,12893715,
Title II: Conservation,AK,2021,12277225,
Title II: Conservation,AK,2022,224326,
Title II: Conservation,AZ,2018,37872600,
Title II: Conservation,AZ,2019,61868700,
Title II: Conservation,AZ,2020,25556700,
Title II: Conservation,AZ,2021,31446600,
Title II: Conservation,AZ,2022,0,
Title II: Conservation,AR,2018,184636056.75,
Title II: Conservation,AR,2019,175201142.59,
Title II: Conservation,AR,2020,306135664.61,
Title II: Conservation,AR,2021,155495645.7399999,
Title II: Conservation,AR,2022,15612450.04,
Title II: Conservation,CA,2018,142654667,
Title II: Conservation,CA,2019,151441715.92000002,
Title II: Conservation,CA,2020,169302588,
Title II: Conservation,CA,2021,168936805,
Title II: Conservation,CA,2022,1784264,
Title II: Conservation,CO,2018,152416634.0199999,
Title II: Conservation,CO,2019,169393937.39,
Title II: Conservation,CO,2020,161126104.5,
Title II: Conservation,CO,2021,154877488.59,
Title II: Conservation,CO,2022,48649255.53,
Title II: Conservation,CT,2018,11046634,
Title II: Conservation,CT,2019,10244577,
Title II: Conservation,CT,2020,11848507,
Title II: Conservation,CT,2021,13913594,
Title II: Conservation,CT,2022,94,
Title II: Conservation,DE,2018,14655642.32,
Title II: Conservation,DE,2019,14038334.67,
Title II: Conservation,DE,2020,17122401,
Title II: Conservation,DE,2021,13298298,
Title II: Conservation,DE,2022,498615.86,
Title II: Conservation,FL,2018,64730334,
Title II: Conservation,FL,2019,62726334,
Title II: Conservation,FL,2020,80461332.49000001,
Title II: Conservation,FL,2021,62513145,
Title II: Conservation,FL,2022,687167,
Title II: Conservation,GA,2018,132798652.58,
Title II: Conservation,GA,2019,153775453.36,
Title II: Conservation,GA,2020,162971340.23000002,
Title II: Conservation,GA,2021,107331342.42,
Title II: Conservation,GA,2022,12197142.6499999,
Title II: Conservation,HI,2018,13958014,
Title II: Conservation,HI,2019,19291748,
Title II: Conservation,HI,2020,17497972,
Title II: Conservation,HI,2021,16423774,
Title II: Conservation,HI,2022,30919,
Title II: Conservation,ID,2018,64427893.8,
Title II: Conservation,ID,2019,67799146.89,
Title II: Conservation,ID,2020,81062151.8499999,
Title II: Conservation,ID,2021,70561655.61,
Title II: Conservation,ID,2022,22331454.98,
Title II: Conservation,IL,2018,235186322.06,
Title II: Conservation,IL,2019,250331380.4,
Title II: Conservation,IL,2020,295091340.38,
Title II: Conservation,IL,2021,248156869.399999,
Title II: Conservation,IL,2022,163723517.67,
Title II: Conservation,IN,2018,95743914.2,
Title II: Conservation,IN,2019,106423085.83,
Title II: Conservation,IN,2020,117960025.92,
Title II: Conservation,IN,2021,106634335.1,
Title II: Conservation,IN,2022,38058251.93,
Title II: Conservation,IA,2018,460805417.869999,
Title II: Conservation,IA,2019,513922513.4,
Title II: Conservation,IA,2020,514123731.37,
Title II: Conservation,IA,2021,486286454.69,
Title II: Conservation,IA,2022,377367063.97,
Title II: Conservation,KS,2018,192616009.42000002,
Title II: Conservation,KS,2019,202218854.93,
Title II: Conservation,KS,2020,218149833.41,
Title II: Conservation,KS,2021,167625273.06,
Title II: Conservation,KS,2022,74066896.8999999,
Title II: Conservation,KY,2018,92120399.31,
Title II: Conservation,KY,2019,89975047.8399999,
Title II: Conservation,KY,2020,105360299.42,
Title II: Conservation,KY,2021,89322383.45,
Title II: Conservation,KY,2022,31171136.59,
Title II: Conservation,LA,2018,119104665.7999999,
Title II: Conservation,LA,2019,143277555.37,
Title II: Conservation,LA,2020,159642116.73000002,
Title II: Conservation,LA,2021,111612386.97,
Title II: Conservation,LA,2022,22953027.97,
Title II: Conservation,ME,2018,21107816,
Title II: Conservation,ME,2019,19724552,
Title II: Conservation,ME,2020,18061589.85,
Title II: Conservation,ME,2021,19761893,
Title II: Conservation,ME,2022,220050,
Title II: Conservation,MD,2018,33433443.86,
Title II: Conservation,MD,2019,36048524.59,
Title II: Conservation,MD,2020,31555418.509999998,
Title II: Conservation,MD,2021,33839278.01,
Title II: Conservation,MD,2022,10000836.04,
Title II: Conservation,MA,2018,9432452,
Title II: Conservation,MA,2019,9741152,
Title II: Conservation,MA,2020,12577736,
Title II: Conservation,MA,2021,11090617,
Title II: Conservation,MA,2022,864,
Title II: Conservation,MI,2018,58778527.83,
Title II: Conservation,MI,2019,69987740.27,
Title II: Conservation,MI,2020,71966956.95,
Title II: Conservation,MI,2021,58274256.0599999,
Title II: Conservation,MI,2022,13900469.91,
Title II: Conservation,MN,2018,244582170.09,
Title II: Conservation,MN,2019,232977946.62,
Title II: Conservation,MN,2020,349874995.289999,
Title II: Conservation,MN,2021,210555885.2,
Title II: Conservation,MN,2022,136246248.84,
Title II: Conservation,MS,2018,213617057.73,
Title II: Conservation,MS,2019,233229635.82,
Title II: Conservation,MS,2020,300163025.03,
Title II: Conservation,MS,2021,167261207.4399999,
Title II: Conservation,MS,2022,39987516.18,
Title II: Conservation,MO,2018,209637013.94,
Title II: Conservation,MO,2019,230511282.479999,
Title II: Conservation,MO,2020,225418503.70999998,
Title II: Conservation,MO,2021,185261947.6999999,
Title II: Conservation,MO,2022,95949278.55,
Title II: Conservation,MT,2018,126092562.53,
Title II: Conservation,MT,2019,134573595.04,
Title II: Conservation,MT,2020,179629644.35,
Title II: Conservation,MT,2021,116175939.67,
Title II: Conservation,MT,2022,23906023.81,
Title II: Conservation,NE,2018,176421044.28,
Title II: Conservation,NE,2019,200888040.74,
Title II: Conservation,NE,2020,216380545.44,
Title II: Conservation,NE,2021,149825244.1199999,
Title II: Conservation,NE,2022,71133060.4,
Title II: Conservation,NV,2018,13138956,
Title II: Conservation,NV,2019,12511086,
Title II: Conservation,NV,2020,11280886,
Title II: Conservation,NV,2021,11793886,
Title II: Conservation,NV,2022,11683,
Title II: Conservation,NH,2018,12173665,
Title II: Conservation,NH,2019,13347052,
Title II: Conservation,NH,2020,12642052,
Title II: Conservation,NH,2021,12732500,
Title II: Conservation,NH,2022,0,
Title II: Conservation,NJ,2018,14538257,
Title II: Conservation,NJ,2019,10946528,
Title II: Conservation,NJ,2020,10999332,
Title II: Conservation,NJ,2021,13330954,
Title II: Conservation,NJ,2022,163165,
Title II: Conservation,NM,2018,91787120.82,
Title II: Conservation,NM,2019,72712538.42,
Title II: Conservation,NM,2020,81640183.19,
Title II: Conservation,NM,2021,77099290.28999999,
Title II: Conservation,NM,2022,12423119,
Title II: Conservation,NY,2018,33890633.17,
Title II: Conservation,NY,2019,33766324.35,
Title II: Conservation,NY,2020,32741610.6,
Title II: Conservation,NY,2021,37927430.99,
Title II: Conservation,NY,2022,1612474,
Title II: Conservation,NC,2018,44649316.56,
Title II: Conservation,NC,2019,49991124,
Title II: Conservation,NC,2020,60523524.1,
Title II: Conservation,NC,2021,53686072.41,
Title II: Conservation,NC,2022,2380051.46999999,
Title II: Conservation,ND,2018,181477976.73000002,
Title II: Conservation,ND,2019,146766951.59,
Title II: Conservation,ND,2020,250404508.19,
Title II: Conservation,ND,2021,117994067.21000001,
Title II: Conservation,ND,2022,62797063.5299999,
Title II: Conservation,OH,2018,98347419.65,
Title II: Conservation,OH,2019,102323320.53,
Title II: Conservation,OH,2020,102423775.37,
Title II: Conservation,OH,2021,96414627.6999999,
Title II: Conservation,OH,2022,43960279.72,
Title II: Conservation,OK,2018,116784973.78,
Title II: Conservation,OK,2019,130575119.52,
Title II: Conservation,OK,2020,126944408.33,
Title II: Conservation,OK,2021,79440076.11,
Title II: Conservation,OK,2022,15257599.67,
Title II: Conservation,OR,2018,105371156.11,
Title II: Conservation,OR,2019,102947213.74,
Title II: Conservation,OR,2020,121081544.36,
Title II: Conservation,OR,2021,101509808.07,
Title II: Conservation,OR,2022,28193264.3,
Title II: Conservation,PA,2018,74202667.13,
Title II: Conservation,PA,2019,74146819.94,
Title II: Conservation,PA,2020,70560114.99000001,
Title II: Conservation,PA,2021,65195633.83,
Title II: Conservation,PA,2022,13542193.01,
Title II: Conservation,RI,2018,6864387,
Title II: Conservation,RI,2019,5235165,
Title II: Conservation,RI,2020,8573865,
Title II: Conservation,RI,2021,9281665,
Title II: Conservation,RI,2022,2065,
Title II: Conservation,SC,2018,55043391.5,
Title II: Conservation,SC,2019,56503181.71999999,
Title II: Conservation,SC,2020,67362742.36,
Title II: Conservation,SC,2021,66382712.69,
Title II: Conservation,SC,2022,1718349,
Title II: Conservation,SD,2018,215764245.63,
Title II: Conservation,SD,2019,211879774.47,
Title II: Conservation,SD,2020,341458224.999999,
Title II: Conservation,SD,2021,178853192.4199999,
Title II: Conservation,SD,2022,100670192.55,
Title II: Conservation,TN,2018,74699312.12,
Title II: Conservation,TN,2019,88160712,
Title II: Conservation,TN,2020,90881462.73999989,
Title II: Conservation,TN,2021,94394623.03999999,
Title II: Conservation,TN,2022,10542870,
Title II: Conservation,TX,2018,320246193.53,
Title II: Conservation,TX,2019,333759107.5,
Title II: Conservation,TX,2020,320895333.25999904,
Title II: Conservation,TX,2021,261125477.51999998,
Title II: Conservation,TX,2022,77850257.22,
Title II: Conservation,UT,2018,47157998,
Title II: Conservation,UT,2019,52355409,
Title II: Conservation,UT,2020,61126057.66,
Title II: Conservation,UT,2021,63337065,
Title II: Conservation,UT,2022,3541750,
Title II: Conservation,VT,2018,25873800.759999998,
Title II: Conservation,VT,2019,26102558,
Title II: Conservation,VT,2020,25336602.490000002,
Title II: Conservation,VT,2021,24395180.98,
Title II: Conservation,VT,2022,247036.919999999,
Title II: Conservation,VA,2018,51551285.19,
Title II: Conservation,VA,2019,56204448.42,
Title II: Conservation,VA,2020,59293887.019999996,
Title II: Conservation,VA,2021,52649212.56,
Title II: Conservation,VA,2022,2132766,
Title II: Conservation,WA,2018,122113283.62,
Title II: Conservation,WA,2019,124360344.68,
Title II: Conservation,WA,2020,145766148.19,
Title II: Conservation,WA,2021,124467197.63,
Title II: Conservation,WA,2022,56715678.29,
Title II: Conservation,WV,2018,25239862,
Title II: Conservation,WV,2019,23790148,
Title II: Conservation,WV,2020,27068241,
Title II: Conservation,WV,2021,26721986,
Title II: Conservation,WV,2022,431715,
Title II: Conservation,WI,2018,101986321.84,
Title II: Conservation,WI,2019,125895860.68999991,
Title II: Conservation,WI,2020,139889381.97,
Title II: Conservation,WI,2021,102465629.7599999,
Title II: Conservation,WI,2022,30034726.85,
Title II: Conservation,WY,2018,37421012,
Title II: Conservation,WY,2019,41904242,
Title II: Conservation,WY,2020,39571002,
Title II: Conservation,WY,2021,36180385,
Title II: Conservation,WY,2022,3099081.94,
Crop Insurance,AL,2018,28828307,
Crop Insurance,AL,2019,40706533,
Crop Insurance,AL,2020,52928542,
Crop Insurance,AL,2021,17648330,
Crop Insurance,AL,2022,-25533008,
Crop Insurance,AK,2018,81177,
Crop Insurance,AK,2019,-7124,
Crop Insurance,AK,2020,3153,
Crop Insurance,AK,2021,49757,
Crop Insurance,AK,2022,109702,
Crop Insurance,AZ,2018,98351588,
Crop Insurance,AZ,2019,17616300,
Crop Insurance,AZ,2020,115754560,
Crop Insurance,AZ,2021,87197180,
Crop Insurance,AZ,2022,62411425,
Crop Insurance,AR,2018,83510790,
Crop Insurance,AR,2019,268429452,
Crop Insurance,AR,2020,217683831,
Crop Insurance,AR,2021,163924187,
Crop Insurance,AR,2022,44006341,
Crop Insurance,CA,2018,165878273,
Crop Insurance,CA,2019,216978747,
Crop Insurance,CA,2020,481957948,
Crop Insurance,CA,2021,353771733,
Crop Insurance,CA,2022,278552950,
Crop Insurance,CO,2018,80740474,
Crop Insurance,CO,2019,27592564,
Crop Insurance,CO,2020,193383985,
Crop Insurance,CO,2021,98546081,
Crop Insurance,CO,2022,132703764,
Crop Insurance,CT,2018,-336400,
Crop Insurance,CT,2019,-2188565,
Crop Insurance,CT,2020,1277761,
Crop Insurance,CT,2021,17014145,
Crop Insurance,CT,2022,-2895544,
Crop Insurance,DE,2018,4202733,
Crop Insurance,DE,2019,-233121,
Crop Insurance,DE,2020,-1150653,
Crop Insurance,DE,2021,-2555328,
Crop Insurance,DE,2022,-5348510,
Crop Insurance,FL,2018,3504132511,
Crop Insurance,FL,2019,17744976,
Crop Insurance,FL,2020,43018039,
Crop Insurance,FL,2021,40000469,
Crop Insurance,FL,2022,103176714,
Crop Insurance,GA,2018,319121830,
Crop Insurance,GA,2019,145004907,
Crop Insurance,GA,2020,77391344,
Crop Insurance,GA,2021,71545586,
Crop Insurance,GA,2022,-47712411,
Crop Insurance,HI,2018,1459100,
Crop Insurance,HI,2019,1621234,
Crop Insurance,HI,2020,1683941,
Crop Insurance,HI,2021,1338984,
Crop Insurance,HI,2022,-520575,
Crop Insurance,ID,2018,-428582,
Crop Insurance,ID,2019,13547210,
Crop Insurance,ID,2020,12004667,
Crop Insurance,ID,2021,147214646,
Crop Insurance,ID,2022,-8659027,
Crop Insurance,IL,2018,-173182034,
Crop Insurance,IL,2019,407068470,
Crop Insurance,IL,2020,-92414811,
Crop Insurance,IL,2021,-284673114,
Crop Insurance,IL,2022,-458009161,
Crop Insurance,IN,2018,-75854034,
Crop Insurance,IN,2019,286136260,
Crop Insurance,IN,2020,-378868012,
Crop Insurance,IN,2021,-156382232,
Crop Insurance,IN,2022,-252385877,
Crop Insurance,IA,2018,37686975,
Crop Insurance,IA,2019,-14487267,
Crop Insurance,IA,2020,338640690,
Crop Insurance,IA,2021,-373331476,
Crop Insurance,IA,2022,-611255260,
Crop Insurance,KS,2018,114016334,
Crop Insurance,KS,2019,34725564,
Crop Insurance,KS,2020,12361148,
Crop Insurance,KS,2021,-39401329,
