Title,State,Fiscal Year,Amount,Average Monthly Participation
Crop Insurance,KS,2022,-347795792,
Crop Insurance,KY,2018,60513361,
Crop Insurance,KY,2019,86551072,
Crop Insurance,KY,2020,47956352,
Crop Insurance,KY,2021,2358114,
Crop Insurance,KY,2022,-76667570,
Crop Insurance,LA,2018,60866534,
Crop Insurance,LA,2019,106685910,
Crop Insurance,LA,2020,95647813,
Crop Insurance,LA,2021,88141226,
Crop Insurance,LA,2022,-18184340,
Crop Insurance,ME,2018,1748844,
Crop Insurance,ME,2019,5963232,
Crop Insurance,ME,2020,5852104,
Crop Insurance,ME,2021,1400538,
Crop Insurance,ME,2022,-3535192,
Crop Insurance,MD,2018,9947269,
Crop Insurance,MD,2019,1315502,
Crop Insurance,MD,2020,550875,
Crop Insurance,MD,2021,-5782187,
Crop Insurance,MD,2022,-14925338,
Crop Insurance,MA,2018,422804,
Crop Insurance,MA,2019,574868,
Crop Insurance,MA,2020,1506046,
Crop Insurance,MA,2021,8633955,
Crop Insurance,MA,2022,-1805098,
Crop Insurance,MI,2018,37224092,
Crop Insurance,MI,2019,248401214,
Crop Insurance,MI,2020,26265371,
Crop Insurance,MI,2021,-2666800,
Crop Insurance,MI,2022,-70967692,
Crop Insurance,MN,2018,145349310,
Crop Insurance,MN,2019,584151868,
Crop Insurance,MN,2020,8246905,
Crop Insurance,MN,2021,205158392,
Crop Insurance,MN,2022,-251464307,
Crop Insurance,MS,2018,49543316,
Crop Insurance,MS,2019,176379000,
Crop Insurance,MS,2020,108131312,
Crop Insurance,MS,2021,84690521,
Crop Insurance,MS,2022,-21763084,
Crop Insurance,MO,2018,133131081,
Crop Insurance,MO,2019,320402670,
Crop Insurance,MO,2020,35500539,
Crop Insurance,MO,2021,67479344,
Crop Insurance,MO,2022,-120525092,
Crop Insurance,MT,2018,47512795,
Crop Insurance,MT,2019,52412424,
Crop Insurance,MT,2020,-3043962,
Crop Insurance,MT,2021,491038730,
Crop Insurance,MT,2022,53140577,
Crop Insurance,NE,2018,-42741193,
Crop Insurance,NE,2019,31403249,
Crop Insurance,NE,2020,2624707,
Crop Insurance,NE,2021,-109473645,
Crop Insurance,NE,2022,-173859004,
Crop Insurance,NV,2018,20307500,
Crop Insurance,NV,2019,17740477,
Crop Insurance,NV,2020,116217021,
Crop Insurance,NV,2021,65581379,
Crop Insurance,NV,2022,121591573,
Crop Insurance,NH,2018,122086,
Crop Insurance,NH,2019,78355,
Crop Insurance,NH,2020,102222,
Crop Insurance,NH,2021,62539,
Crop Insurance,NH,2022,-171436,
Crop Insurance,NJ,2018,8045227,
Crop Insurance,NJ,2019,4418463,
Crop Insurance,NJ,2020,708060,
Crop Insurance,NJ,2021,-579885,
Crop Insurance,NJ,2022,-2283151,
Crop Insurance,NM,2018,40322109,
Crop Insurance,NM,2019,26887565,
Crop Insurance,NM,2020,103596957,
Crop Insurance,NM,2021,87330368,
Crop Insurance,NM,2022,96444426,
Crop Insurance,NY,2018,6768332,
Crop Insurance,NY,2019,60834890,
Crop Insurance,NY,2020,16601470,
Crop Insurance,NY,2021,9691609,
Crop Insurance,NY,2022,-14599745,
Crop Insurance,NC,2018,303659125,
Crop Insurance,NC,2019,185121520,
Crop Insurance,NC,2020,266690560,
Crop Insurance,NC,2021,76602186,
Crop Insurance,NC,2022,-90621730,
Crop Insurance,ND,2018,54437195,
Crop Insurance,ND,2019,664630753,
Crop Insurance,ND,2020,764547696,
Crop Insurance,ND,2021,1456936232,
Crop Insurance,ND,2022,271325862,
Crop Insurance,OH,2018,-36603266,
Crop Insurance,OH,2019,422971181,
Crop Insurance,OH,2020,-10185217,
Crop Insurance,OH,2021,-103543489,
Crop Insurance,OH,2022,-131569040,
Crop Insurance,OK,2018,139974746,
Crop Insurance,OK,2019,64489977,
Crop Insurance,OK,2020,50768490,
Crop Insurance,OK,2021,32772121,
Crop Insurance,OK,2022,264070658,
Crop Insurance,OR,2018,13857033,
Crop Insurance,OR,2019,22053205,
Crop Insurance,OR,2020,60256264,
Crop Insurance,OR,2021,127004161,
Crop Insurance,OR,2022,-12480311,
Crop Insurance,PA,2018,25672164,
Crop Insurance,PA,2019,18941807,
Crop Insurance,PA,2020,48559594,
Crop Insurance,PA,2021,4807370,
Crop Insurance,PA,2022,-23980597,
Crop Insurance,RI,2018,94061,
Crop Insurance,RI,2019,81376,
Crop Insurance,RI,2020,300652,
Crop Insurance,RI,2021,129176,
Crop Insurance,RI,2022,-43135,
Crop Insurance,SC,2018,71711220,
Crop Insurance,SC,2019,70132670,
Crop Insurance,SC,2020,66730834,
Crop Insurance,SC,2021,-8694129,
Crop Insurance,SC,2022,-26168668,
Crop Insurance,SD,2018,101968937,
Crop Insurance,SD,2019,902398630,
Crop Insurance,SD,2020,-71789044,
Crop Insurance,SD,2021,460065063,
Crop Insurance,SD,2022,26237975,
Crop Insurance,TN,2018,23766702,
Crop Insurance,TN,2019,34468105,
Crop Insurance,TN,2020,32795792,
Crop Insurance,TN,2021,4049920,
Crop Insurance,TN,2022,-30847933,
Crop Insurance,TX,2018,1278955149,
Crop Insurance,TX,2019,891001954,
Crop Insurance,TX,2020,1190294692,
Crop Insurance,TX,2021,814230544,
Crop Insurance,TX,2022,2075285764,
Crop Insurance,UT,2018,11752982,
Crop Insurance,UT,2019,7524106,
Crop Insurance,UT,2020,43647832,
Crop Insurance,UT,2021,38600702,
Crop Insurance,UT,2022,39940354,
Crop Insurance,VT,2018,332498,
Crop Insurance,VT,2019,2351171,
Crop Insurance,VT,2020,1183679,
Crop Insurance,VT,2021,852828,
Crop Insurance,VT,2022,-1405180,
Crop Insurance,VA,2018,25139219,
Crop Insurance,VA,2019,25916632,
Crop Insurance,VA,2020,43094730,
Crop Insurance,VA,2021,8829035,
Crop Insurance,VA,2022,-29385795,
Crop Insurance,WA,2018,59038287,
Crop Insurance,WA,2019,168471399,
Crop Insurance,WA,2020,100289113,
Crop Insurance,WA,2021,355169539,
Crop Insurance,WA,2022,-77711220,
Crop Insurance,WV,2018,1034799,
Crop Insurance,WV,2019,130799,
Crop Insurance,WV,2020,1577602,
Crop Insurance,WV,2021,1153104,
Crop Insurance,WV,2022,-1099030,
Crop Insurance,WI,2018,40720853,
Crop Insurance,WI,2019,171653559,
Crop Insurance,WI,2020,254368,
Crop Insurance,WI,2021,-36329273,
Crop Insurance,WI,2022,-122455361,
Crop Insurance,WY,2018,3756488,
Crop Insurance,WY,2019,10217590,
Crop Insurance,WY,2020,19911975,
Crop Insurance,WY,2021,17467451,
Crop Insurance,WY,2022,18209128,
Supplemental Nutrition Assistance Program (SNAP),AL,2018,1084563290,766681
Supplemental Nutrition Assistance Program (SNAP),AL,2019,1032064886,667043
Supplemental Nutrition Assistance Program (SNAP),AL,2020,1359495890,730708
Supplemental Nutrition Assistance Program (SNAP),AL,2021,1974053519,769606
Supplemental Nutrition Assistance Program (SNAP),AL,2022,2161908716,761074
Supplemental Nutrition Assistance Program (SNAP),AK,2018,187357117,91995
Supplemental Nutrition Assistance Program (SNAP),AK,2019,171091672,78932
Supplemental Nutrition Assistance Program (SNAP),AK,2020,198298992,83194
Supplemental Nutrition Assistance Program (SNAP),AK,2021,288045258,82888
Supplemental Nutrition Assistance Program (SNAP),AK,2022,348717900,92119
Supplemental Nutrition Assistance Program (SNAP),AZ,2018,1210429898,845733
Supplemental Nutrition Assistance Program (SNAP),AZ,2019,1146712214,736883
Supplemental Nutrition Assistance Program (SNAP),AZ,2020,1469174725,833448
Supplemental Nutrition Assistance Program (SNAP),AZ,2021,2175824745,879123
Supplemental Nutrition Assistance Program (SNAP),AZ,2022,1912395634,825666
Supplemental Nutrition Assistance Program (SNAP),AR,2018,480472657,372451
Supplemental Nutrition Assistance Program (SNAP),AR,2019,460333605,354917
Supplemental Nutrition Assistance Program (SNAP),AR,2020,660915016,371265
Supplemental Nutrition Assistance Program (SNAP),AR,2021,765794046,346176
Supplemental Nutrition Assistance Program (SNAP),AR,2022,509596270,281112
Supplemental Nutrition Assistance Program (SNAP),CA,2018,6332717643,3949535
Supplemental Nutrition Assistance Program (SNAP),CA,2019,5977281299,3529470
Supplemental Nutrition Assistance Program (SNAP),CA,2020,7818586485,4312002
Supplemental Nutrition Assistance Program (SNAP),CA,2021,11243441465,4327062
Supplemental Nutrition Assistance Program (SNAP),CA,2022,14424776610,4627744
Supplemental Nutrition Assistance Program (SNAP),CO,2018,668610833,449824
Supplemental Nutrition Assistance Program (SNAP),CO,2019,639000457,415289
Supplemental Nutrition Assistance Program (SNAP),CO,2020,912978201,483097
Supplemental Nutrition Assistance Program (SNAP),CO,2021,1304761706,513945
Supplemental Nutrition Assistance Program (SNAP),CO,2022,1473934886,540303
Supplemental Nutrition Assistance Program (SNAP),CT,2018,614967955,387329
Supplemental Nutrition Assistance Program (SNAP),CT,2019,584718600,340447
Supplemental Nutrition Assistance Program (SNAP),CT,2020,721754999,372305
Supplemental Nutrition Assistance Program (SNAP),CT,2021,980157323,371632
Supplemental Nutrition Assistance Program (SNAP),CT,2022,1115512850,375361
Supplemental Nutrition Assistance Program (SNAP),DC,2018,188433398,112282
Supplemental Nutrition Assistance Program (SNAP),DC,2019,172078913,101230
Supplemental Nutrition Assistance Program (SNAP),DC,2020,225271943,116406
Supplemental Nutrition Assistance Program (SNAP),DC,2021,381121744,140115
Supplemental Nutrition Assistance Program (SNAP),DC,2022,467476645,145805
Supplemental Nutrition Assistance Program (SNAP),DE,2018,196899033,140298
Supplemental Nutrition Assistance Program (SNAP),DE,2019,178138585,119787
Supplemental Nutrition Assistance Program (SNAP),DE,2020,215100949,120416
Supplemental Nutrition Assistance Program (SNAP),DE,2021,288020710,115484
Supplemental Nutrition Assistance Program (SNAP),DE,2022,323485761,118842
Supplemental Nutrition Assistance Program (SNAP),FL,2018,5763762595,3347518
Supplemental Nutrition Assistance Program (SNAP),FL,2019,4035386245,2649741
Supplemental Nutrition Assistance Program (SNAP),FL,2020,6007542066,3177286
Supplemental Nutrition Assistance Program (SNAP),FL,2021,7924263325,3356215
Supplemental Nutrition Assistance Program (SNAP),FL,2022,4975285574,2847086
Supplemental Nutrition Assistance Program (SNAP),GA,2018,2336788286,1556452
Supplemental Nutrition Assistance Program (SNAP),GA,2019,2115101241,1332536
Supplemental Nutrition Assistance Program (SNAP),GA,2020,2906208820,1565935
Supplemental Nutrition Assistance Program (SNAP),GA,2021,4085504054,1640617
Supplemental Nutrition Assistance Program (SNAP),GA,2022,4093404907,1608203
Supplemental Nutrition Assistance Program (SNAP),HI,2018,469433045,163618
Supplemental Nutrition Assistance Program (SNAP),HI,2019,448431408,144922
Supplemental Nutrition Assistance Program (SNAP),HI,2020,563931492,165418
Supplemental Nutrition Assistance Program (SNAP),HI,2021,944131080,195834
Supplemental Nutrition Assistance Program (SNAP),HI,2022,900720734,169014
Supplemental Nutrition Assistance Program (SNAP),ID,2018,199514037,157858
Supplemental Nutrition Assistance Program (SNAP),ID,2019,192918233,135922
Supplemental Nutrition Assistance Program (SNAP),ID,2020,241192232,146497
Supplemental Nutrition Assistance Program (SNAP),ID,2021,258375969,132607
Supplemental Nutrition Assistance Program (SNAP),ID,2022,220405707,124078
Supplemental Nutrition Assistance Program (SNAP),IL,2018,2777948512,1826011
Supplemental Nutrition Assistance Program (SNAP),IL,2019,2646035880,1639396
Supplemental Nutrition Assistance Program (SNAP),IL,2020,3381674266,1865896
Supplemental Nutrition Assistance Program (SNAP),IL,2021,5104129949,1985791
Supplemental Nutrition Assistance Program (SNAP),IL,2022,5678772072,1981714
Supplemental Nutrition Assistance Program (SNAP),IN,2018,867533147,617032
Supplemental Nutrition Assistance Program (SNAP),IN,2019,819644875,530384
Supplemental Nutrition Assistance Program (SNAP),IN,2020,1091236875,601417
Supplemental Nutrition Assistance Program (SNAP),IN,2021,1619482719,645754
Supplemental Nutrition Assistance Program (SNAP),IN,2022,1523624552,617630
Supplemental Nutrition Assistance Program (SNAP),IA,2018,446259982,345406
Supplemental Nutrition Assistance Program (SNAP),IA,2019,429315218,295682
Supplemental Nutrition Assistance Program (SNAP),IA,2020,545552128,310564
Supplemental Nutrition Assistance Program (SNAP),IA,2021,727003312,286050
Supplemental Nutrition Assistance Program (SNAP),IA,2022,596714651,278827
Supplemental Nutrition Assistance Program (SNAP),KS,2018,293539988,217420
Supplemental Nutrition Assistance Program (SNAP),KS,2019,265322548,185329
Supplemental Nutrition Assistance Program (SNAP),KS,2020,336631296,200443
Supplemental Nutrition Assistance Program (SNAP),KS,2021,488517358,200344
Supplemental Nutrition Assistance Program (SNAP),KS,2022,558884067,195799
Supplemental Nutrition Assistance Program (SNAP),KY,2018,853986982,615305
Supplemental Nutrition Assistance Program (SNAP),KY,2019,739297747,502241
Supplemental Nutrition Assistance Program (SNAP),KY,2020,997788980,555425
Supplemental Nutrition Assistance Program (SNAP),KY,2021,1610391177,597747
Supplemental Nutrition Assistance Program (SNAP),KY,2022,1265479724,541623
Supplemental Nutrition Assistance Program (SNAP),LA,2018,1297321641,867342
Supplemental Nutrition Assistance Program (SNAP),LA,2019,1214657938,749560
Supplemental Nutrition Assistance Program (SNAP),LA,2020,1576364622,830750
Supplemental Nutrition Assistance Program (SNAP),LA,2021,2462801412,924723
Supplemental Nutrition Assistance Program (SNAP),LA,2022,2388597365,822649
Supplemental Nutrition Assistance Program (SNAP),ME,2018,218217647,167858
Supplemental Nutrition Assistance Program (SNAP),ME,2019,203630527,144433
Supplemental Nutrition Assistance Program (SNAP),ME,2020,277026746,159995
Supplemental Nutrition Assistance Program (SNAP),ME,2021,409705765,157595
Supplemental Nutrition Assistance Program (SNAP),ME,2022,475481836,161815
Supplemental Nutrition Assistance Program (SNAP),MD,2018,910098604,646483
Supplemental Nutrition Assistance Program (SNAP),MD,2019,878649666,570444
Supplemental Nutrition Assistance Program (SNAP),MD,2020,1270867930,700979
Supplemental Nutrition Assistance Program (SNAP),MD,2021,2146479444,823501
Supplemental Nutrition Assistance Program (SNAP),MD,2022,2117227174,772731
Supplemental Nutrition Assistance Program (SNAP),MA,2018,1159118509,770566
Supplemental Nutrition Assistance Program (SNAP),MA,2019,1131148466,703516
Supplemental Nutrition Assistance Program (SNAP),MA,2020,1472070728,821254
Supplemental Nutrition Assistance Program (SNAP),MA,2021,2350041332,929029
Supplemental Nutrition Assistance Program (SNAP),MA,2022,3135942192,1024442
Supplemental Nutrition Assistance Program (SNAP),MI,2018,1894038446,1281862
Supplemental Nutrition Assistance Program (SNAP),MI,2019,1701430344,1181972
Supplemental Nutrition Assistance Program (SNAP),MI,2020,2296880243,1254475
Supplemental Nutrition Assistance Program (SNAP),MI,2021,3246391707,1278213
Supplemental Nutrition Assistance Program (SNAP),MI,2022,3941434011,1349321
Supplemental Nutrition Assistance Program (SNAP),MN,2018,544420005,428986
Supplemental Nutrition Assistance Program (SNAP),MN,2019,509464759,381779
Supplemental Nutrition Assistance Program (SNAP),MN,2020,959125365,409275
Supplemental Nutrition Assistance Program (SNAP),MN,2021,1985655426,452652
Supplemental Nutrition Assistance Program (SNAP),MN,2022,1558162188,435910
Supplemental Nutrition Assistance Program (SNAP),MS,2018,679722657,505308
Supplemental Nutrition Assistance Program (SNAP),MS,2019,605780127,420873
Supplemental Nutrition Assistance Program (SNAP),MS,2020,772290269,429568
Supplemental Nutrition Assistance Program (SNAP),MS,2021,1066435430,418451
Supplemental Nutrition Assistance Program (SNAP),MS,2022,851232937,413651
Supplemental Nutrition Assistance Program (SNAP),MO,2018,1061334229,736590
Supplemental Nutrition Assistance Program (SNAP),MO,2019,996212141,639338
Supplemental Nutrition Assistance Program (SNAP),MO,2020,1324976208,715447
Supplemental Nutrition Assistance Program (SNAP),MO,2021,1734889161,698720
Supplemental Nutrition Assistance Program (SNAP),MO,2022,1298301743,657870
Supplemental Nutrition Assistance Program (SNAP),MT,2018,158389738,115223
Supplemental Nutrition Assistance Program (SNAP),MT,2019,146944184,99368
Supplemental Nutrition Assistance Program (SNAP),MT,2020,192530803,104391
Supplemental Nutrition Assistance Program (SNAP),MT,2021,228795841,97186
Supplemental Nutrition Assistance Program (SNAP),MT,2022,155175590,89167
Supplemental Nutrition Assistance Program (SNAP),NE,2018,229206174,169811
Supplemental Nutrition Assistance Program (SNAP),NE,2019,221960791,148768
Supplemental Nutrition Assistance Program (SNAP),NE,2020,254347798,157091
Supplemental Nutrition Assistance Program (SNAP),NE,2021,356554249,157273
Supplemental Nutrition Assistance Program (SNAP),NE,2022,265904110,155550
Supplemental Nutrition Assistance Program (SNAP),NV,2018,614241940,439941
Supplemental Nutrition Assistance Program (SNAP),NV,2019,587953503,391569
Supplemental Nutrition Assistance Program (SNAP),NV,2020,806791228,448688
Supplemental Nutrition Assistance Program (SNAP),NV,2021,1085383815,453250
Supplemental Nutrition Assistance Program (SNAP),NV,2022,1281156203,455231
Supplemental Nutrition Assistance Program (SNAP),NH,2018,101469828,86502
Supplemental Nutrition Assistance Program (SNAP),NH,2019,92889191,70412
Supplemental Nutrition Assistance Program (SNAP),NH,2020,116852942,72505
Supplemental Nutrition Assistance Program (SNAP),NH,2021,174557213,69116
Supplemental Nutrition Assistance Program (SNAP),NH,2022,200380711,69343
Supplemental Nutrition Assistance Program (SNAP),NJ,2018,1012654300,760303
Supplemental Nutrition Assistance Program (SNAP),NJ,2019,953558696,649128
Supplemental Nutrition Assistance Program (SNAP),NJ,2020,1288738288,700538
Supplemental Nutrition Assistance Program (SNAP),NJ,2021,2169432714,825664
Supplemental Nutrition Assistance Program (SNAP),NJ,2022,2576443628,857304
Supplemental Nutrition Assistance Program (SNAP),NM,2018,638421821,456251
Supplemental Nutrition Assistance Program (SNAP),NM,2019,632907856,415161
Supplemental Nutrition Assistance Program (SNAP),NM,2020,903755521,468745
Supplemental Nutrition Assistance Program (SNAP),NM,2021,1339883626,520494
Supplemental Nutrition Assistance Program (SNAP),NM,2022,1486850924,518799
Supplemental Nutrition Assistance Program (SNAP),NY,2018,4526970965,2796620
Supplemental Nutrition Assistance Program (SNAP),NY,2019,4339617966,2661700
Supplemental Nutrition Assistance Program (SNAP),NY,2020,5118950034,2658439
Supplemental Nutrition Assistance Program (SNAP),NY,2021,7311543597,2780714
Supplemental Nutrition Assistance Program (SNAP),NY,2022,8699495581,2839326
Supplemental Nutrition Assistance Program (SNAP),NC,2018,1919051873,1344485
Supplemental Nutrition Assistance Program (SNAP),NC,2019,1863656810,1228424
Supplemental Nutrition Assistance Program (SNAP),NC,2020,2391518239,1317566
Supplemental Nutrition Assistance Program (SNAP),NC,2021,3994650815,1541661
Supplemental Nutrition Assistance Program (SNAP),NC,2022,4737610255,1599930
Supplemental Nutrition Assistance Program (SNAP),ND,2018,75391175,52621
Supplemental Nutrition Assistance Program (SNAP),ND,2019,68485818,45312
Supplemental Nutrition Assistance Program (SNAP),ND,2020,84360845,46092
Supplemental Nutrition Assistance Program (SNAP),ND,2021,113160074,50377
Supplemental Nutrition Assistance Program (SNAP),ND,2022,90503186,47417
Supplemental Nutrition Assistance Program (SNAP),OH,2018,2078237006,1421366
Supplemental Nutrition Assistance Program (SNAP),OH,2019,2020497444,1273257
Supplemental Nutrition Assistance Program (SNAP),OH,2020,3099962149,1396860
Supplemental Nutrition Assistance Program (SNAP),OH,2021,3865203855,1509438
Supplemental Nutrition Assistance Program (SNAP),OH,2022,4299141255,1491294
Supplemental Nutrition Assistance Program (SNAP),OK,2018,832653493,585064
Supplemental Nutrition Assistance Program (SNAP),OK,2019,819546294,531728
Supplemental Nutrition Assistance Program (SNAP),OK,2020,1056260544,596705
Supplemental Nutrition Assistance Program (SNAP),OK,2021,1472962209,619149
Supplemental Nutrition Assistance Program (SNAP),OK,2022,1802791838,650640
Supplemental Nutrition Assistance Program (SNAP),OR,2018,937798988,633970
Supplemental Nutrition Assistance Program (SNAP),OR,2019,884189650,554927
Supplemental Nutrition Assistance Program (SNAP),OR,2020,1170543331,635485
Supplemental Nutrition Assistance Program (SNAP),OR,2021,1847403478,706294
Supplemental Nutrition Assistance Program (SNAP),OR,2022,2094359050,718580
Supplemental Nutrition Assistance Program (SNAP),PA,2018,2592183684,1818589
Supplemental Nutrition Assistance Program (SNAP),PA,2019,2513696584,1627640
Supplemental Nutrition Assistance Program (SNAP),PA,2020,3249170462,1794613
Supplemental Nutrition Assistance Program (SNAP),PA,2021,5170214891,1766450
Supplemental Nutrition Assistance Program (SNAP),PA,2022,5017489465,1845636
Supplemental Nutrition Assistance Program (SNAP),RI,2018,259191919,158986
Supplemental Nutrition Assistance Program (SNAP),RI,2019,244223564,141232
Supplemental Nutrition Assistance Program (SNAP),RI,2020,278985653,146183
Supplemental Nutrition Assistance Program (SNAP),RI,2021,378689563,142149
Supplemental Nutrition Assistance Program (SNAP),RI,2022,424913309,139362
Supplemental Nutrition Assistance Program (SNAP),SC,2018,943922431,658119
Supplemental Nutrition Assistance Program (SNAP),SC,2019,854652751,558722
Supplemental Nutrition Assistance Program (SNAP),SC,2020,1101611441,596161
Supplemental Nutrition Assistance Program (SNAP),SC,2021,1550266093,608107
Supplemental Nutrition Assistance Program (SNAP),SC,2022,1719271318,618978
Supplemental Nutrition Assistance Program (SNAP),SD,2018,131112641,87410
Supplemental Nutrition Assistance Program (SNAP),SD,2019,121995672,75020
Supplemental Nutrition Assistance Program (SNAP),SD,2020,143860091,78245
Supplemental Nutrition Assistance Program (SNAP),SD,2021,177819200,74627
Supplemental Nutrition Assistance Program (SNAP),SD,2022,143211449,71012
Supplemental Nutrition Assistance Program (SNAP),TN,2018,1424890904,970875
Supplemental Nutrition Assistance Program (SNAP),TN,2019,1307248122,832130
Supplemental Nutrition Assistance Program (SNAP),TN,2020,1774499562,868936
Supplemental Nutrition Assistance Program (SNAP),TN,2021,3094821635,881344
Supplemental Nutrition Assistance Program (SNAP),TN,2022,1800936365,825340
Supplemental Nutrition Assistance Program (SNAP),TX,2018,5525177455,3895207
Supplemental Nutrition Assistance Program (SNAP),TX,2019,4767112796,3187238
Supplemental Nutrition Assistance Program (SNAP),TX,2020,6300171765,3551011
Supplemental Nutrition Assistance Program (SNAP),TX,2021,8751945285,3408385
Supplemental Nutrition Assistance Program (SNAP),TX,2022,9882113180,3440726
Supplemental Nutrition Assistance Program (SNAP),UT,2018,258536027,189093
Supplemental Nutrition Assistance Program (SNAP),UT,2019,234552832,160829
Supplemental Nutrition Assistance Program (SNAP),UT,2020,279594698,164041
Supplemental Nutrition Assistance Program (SNAP),UT,2021,412957155,163010
Supplemental Nutrition Assistance Program (SNAP),UT,2022,426939679,156291
Supplemental Nutrition Assistance Program (SNAP),VT,2018,106782062,73058
Supplemental Nutrition Assistance Program (SNAP),VT,2019,100248674,68277
Supplemental Nutrition Assistance Program (SNAP),VT,2020,117478730,68568
Supplemental Nutrition Assistance Program (SNAP),VT,2021,169354925,67790
Supplemental Nutrition Assistance Program (SNAP),VT,2022,205688345,69483
Supplemental Nutrition Assistance Program (SNAP),VA,2018,1051800978,736221
Supplemental Nutrition Assistance Program (SNAP),VA,2019,1002380166,654882
Supplemental Nutrition Assistance Program (SNAP),VA,2020,1331022987,730370
Supplemental Nutrition Assistance Program (SNAP),VA,2021,1901832165,750785
Supplemental Nutrition Assistance Program (SNAP),VA,2022,2324190266,794646
Supplemental Nutrition Assistance Program (SNAP),WA,2018,1268734555,877244
Supplemental Nutrition Assistance Program (SNAP),WA,2019,1192380309,833128
Supplemental Nutrition Assistance Program (SNAP),WA,2020,1598425639,870997
Supplemental Nutrition Assistance Program (SNAP),WA,2021,2359661930,927999
Supplemental Nutrition Assistance Program (SNAP),WA,2022,2527621418,874543
Supplemental Nutrition Assistance Program (SNAP),WV,2018,440298715,321009
Supplemental Nutrition Assistance Program (SNAP),WV,2019,397899950,282662
Supplemental Nutrition Assistance Program (SNAP),WV,2020,518346256,306218
Supplemental Nutrition Assistance Program (SNAP),WV,2021,772297950,302444
Supplemental Nutrition Assistance Program (SNAP),WV,2022,884685288,310879
Supplemental Nutrition Assistance Program (SNAP),WI,2018,816882114,652885
Supplemental Nutrition Assistance Program (SNAP),WI,2019,778373061,572323
Supplemental Nutrition Assistance Program (SNAP),WI,2020,1104399935,647376
Supplemental Nutrition Assistance Program (SNAP),WI,2021,1964034853,762395
Supplemental Nutrition Assistance Program (SNAP),WI,2022,2073817767,708238
Supplemental Nutrition Assistance Program (SNAP),WY,2018,40676283,29330
Supplemental Nutrition Assistance Program (SNAP),WY,2019,36277115,24309
Supplemental Nutrition Assistance Program (SNAP),WY,2020,45870674,26928
Supplemental Nutrition Assistance Program (SNAP),WY,2021,73313685,29118
Supplemental Nutrition Assistance Program (SNAP),WY,2022,68566524,30178
